,Fairness Metric,Fairness Metric,Fairness Metric,Compatibility,Compatibility,Compatibility,Allocation,Allocation,Allocation,Allocation,Results,Results,nDCG,Exposure,Exposure,Exposure
255,0.6566666666666667,1.0,1.0,0.1392329990550989,0.0922772477445739,0.11648115434260779,1.0,0.0,0.0,0,"[('1859', 3.69810190197747), ('260', 3.6428965000347224), ('728', 3.4904222185413722), ('2310', 3.471616021148057), ('2087', 3.434157390127192), ('740', 3.421173349546716), ('1582', 3.412934297306012), ('4592', 3.407066639785892), ('839', 3.406228042354511), ('421', 3.4056962403675675), ('1811', 3.4043430379134447), ('178', 3.4042906691298755), ('1114', 3.4002185142982935), ('2455', 3.3974315526960273), ('896', 3.395758567469673), ('2744', 3.3898298191996905), ('4667', 3.388148495763725), ('4728', 3.3823374318411297), ('2924', 3.3819303520619473), ('2305', 3.3816018627869986), ('616', 3.3813004327966736), ('4666', 3.3761836451173943), ('864', 3.3744334198706527), ('2059', 3.374340049428746), ('1480', 3.3733626961502323), ('2104', 3.3716532042411997), ('3399', 3.3713956474108833), ('3797', 3.370400281427396), ('1496', 3.3696130336514427), ('3060', 3.3691635039417904), ('4791', 3.3671146130036664), ('3772', 3.366347653078891), ('3073', 3.3661174396562887), ('2238', 3.36571794991718), ('3473', 3.365672241354151), ('3178', 3.3651702513104125), ('2751', 3.363825800099719), ('2798', 3.362981957297787), ('2831', 3.3625419083579438), ('1780', 3.3608524030035047), ('361', 3.3589758665340086), ('1850', 3.358874927394364), ('1662', 3.356652904797438), ('4749', 3.3530066158916636), ('1210', 3.351494501676461), ('1089', 3.35100907964373), ('1143', 3.3484838717638694), ('4783', 3.3480176032357316), ('4803', 3.3476788918469764), ('1590', 3.3470992749797635)]","[('839', 43.77777777777778), ('2924', 39.333333333333336), ('2305', 38.888888888888886), ('2059', 37.111111111111114), ('4791', 34.0), ('3772', 33.55555555555556), ('1859', 33.44444444444444), ('260', 33.0), ('728', 32.55555555555556), ('2310', 32.111111111111114)]",0.936734020186684,0.6,0.2,0.0
256,0.6733333333333335,1.0,1.0,0.2863969571159562,0.1222915970693747,0.0,1.0,0.0,0.0,0,"[('1978', 3.307677971163886), ('3008', 3.255586930941513), ('1276', 3.2405552952766854), ('1010', 3.235219605223526), ('2290', 3.228472015975362), ('728', 3.2266083857712085), ('1755', 3.2119159383297746), ('4800', 3.2021212309191216), ('1370', 3.2018430855224502), ('1364', 3.2017760943940896), ('782', 3.198685198048942), ('1912', 3.1951309961414394), ('204', 3.1929189875332336), ('646', 3.1900604668667003), ('1613', 3.186844170899897), ('211', 3.1856508529249528), ('4700', 3.1792723242844483), ('143', 3.177093498054907), ('2857', 3.175767228779259), ('2489', 3.1754205416747374), ('1622', 3.1731712289791574), ('1398', 3.1729807884968246), ('2288', 3.170041681213878), ('2747', 3.1644554530942015), ('4970', 3.161346889467074), ('1219', 3.160326562196757), ('2113', 3.1577579706295107), ('2319', 3.154766520649681), ('2897', 3.15469366945393), ('1722', 3.1543716602503244), ('957', 3.1525773507783748), ('669', 3.1522769915854476), ('3077', 3.1501653889077685), ('171', 3.149809375143183), ('2304', 3.1480353608748897), ('3034', 3.1470759919046167), ('1543', 3.146950992368914), ('2543', 3.1451738384145904), ('4920', 3.14486630659953), ('235', 3.144040975448027), ('3233', 3.141455705439105), ('969', 3.14117129621855), ('1682', 3.1399716047196664), ('2733', 3.137557200268279), ('1792', 3.1321472929027343), ('1633', 3.1319877283419757), ('1558', 3.1284975482845163), ('1878', 3.127438548094362), ('2874', 3.1264685830975183), ('3037', 3.125618133121329)]","[('3008', 47.44444444444444), ('4800', 44.77777777777778), ('4700', 40.77777777777778), ('2319', 35.888888888888886), ('1978', 34.0), ('1276', 33.111111111111114), ('1010', 32.666666666666664), ('2290', 32.22222222222222), ('728', 31.77777777777778), ('1755', 31.333333333333332)]",0.9849708494077344,0.4,0.1,0.1
257,0.6833333333333333,1.0,1.0,0.09694460606247313,0.2307099556914764,0.0,1.0,0.0,0.0,0,"[('728', 3.314635117748475), ('659', 3.3138687631891357), ('1670', 3.3098746306396003), ('693', 3.2614237903857046), ('825', 3.255358009098213), ('2671', 3.2365664443849194), ('863', 3.212514559842631), ('1666', 3.2095846449420176), ('1232', 3.198749553157085), ('3309', 3.195307512176026), ('4734', 3.184756645900962), ('3693', 3.1846800505917985), ('1213', 3.1793583510422736), ('4922', 3.1744472920013806), ('3202', 3.1742215377040077), ('1656', 3.17187196081423), ('386', 3.166823902902589), ('268', 3.1658606181469264), ('2600', 3.163325028800403), ('1341', 3.1622527409147985), ('347', 3.1618337613167227), ('2444', 3.1609373987630196), ('729', 3.159751611532138), ('1329', 3.157783242031736), ('1941', 3.155956797823777), ('477', 3.1519792637442254), ('4367', 3.151666975999028), ('2060', 3.1474929952654227), ('336', 3.146783387469292), ('267', 3.1451696847505723), ('2136', 3.1424523978319527), ('2891', 3.1380712444927505), ('3551', 3.1378174373687933), ('4967', 3.1374641347659256), ('970', 3.135916635303155), ('186', 3.135260355075876), ('1371', 3.134408150914714), ('1652', 3.1321480532692405), ('1699', 3.1317299777038263), ('2874', 3.130262216087744), ('1187', 3.1301759025856994), ('682', 3.1295934612952534), ('1342', 3.129295149870725), ('2922', 3.1236425334891305), ('791', 3.122898690015738), ('2589', 3.120924891079526), ('1369', 3.119727652023658), ('233', 3.1194699565248087), ('0', 3.1160900444909405), ('3458', 3.1155053608012993)]","[('1232', 44.888888888888886), ('3202', 42.22222222222222), ('2600', 40.44444444444444), ('728', 34.55555555555556), ('659', 34.111111111111114), ('1670', 33.666666666666664), ('693', 33.22222222222222), ('825', 32.77777777777778), ('2671', 32.333333333333336), ('863', 31.88888888888889)]",0.9735763643970424,0.3,0.2,0.0
258,0.6766666666666667,1.0,1.0,0.14144054254182067,0.14144054254182067,0.14144054254182067,1.0,0.0,0.0,0,"[('4707', 3.333205891649944), ('1035', 3.3265572206681195), ('1447', 3.321031828555398), ('1010', 3.2460381458530048), ('4619', 3.217037530330873), ('558', 3.2121569174846267), ('1103', 3.206157180709905), ('2546', 3.2024790495083493), ('813', 3.1992678009651665), ('2192', 3.1975484519762225), ('4639', 3.192904733685634), ('3492', 3.183981212102748), ('161', 3.1818111557204425), ('198', 3.1775414434796896), ('914', 3.1765519137931215), ('1067', 3.175469659660325), ('547', 3.175229740348804), ('2600', 3.1742310611995435), ('1661', 3.1741020496756183), ('1658', 3.171198419288561), ('1843', 3.1711970922536694), ('3551', 3.1710929978005344), ('1120', 3.1706370942197646), ('273', 3.1694632690081845), ('2087', 3.166270943685422), ('1502', 3.1654368819913494), ('2783', 3.1653999901882846), ('4830', 3.163812452266762), ('2162', 3.1636852964815394), ('1747', 3.1626108918456244), ('1013', 3.1618819815505734), ('1611', 3.160794437722189), ('4795', 3.158048745964842), ('710', 3.1574443014162137), ('2357', 3.15665872960003), ('4589', 3.156359548773939), ('281', 3.15269011322357), ('625', 3.149153313113554), ('145', 3.148415086373069), ('346', 3.1481679276888173), ('4972', 3.1461571201164564), ('4592', 3.1448656416809335), ('2787', 3.144505340627167), ('1330', 3.1420806954957636), ('864', 3.1420454328492227), ('685', 3.1413240629787564), ('2243', 3.1408711488396857), ('1275', 3.1396818472856234), ('2945', 3.1389586364882174), ('690', 3.1386731089095035)]","[('1035', 47.44444444444444), ('2600', 40.333333333333336), ('1013', 34.55555555555556), ('4707', 34.0), ('710', 33.22222222222222), ('1447', 33.111111111111114), ('1010', 32.666666666666664), ('4619', 32.22222222222222), ('558', 31.77777777777778), ('1103', 31.333333333333332)]",0.9827119706691461,0.4,0.1,0.1
259,0.6866666666666666,0.99,1.0,0.0,0.3533593350214213,0.0,0.0,1.0,0.0,0,"[('1095', 3.451680348317064), ('954', 3.3402568140425064), ('1614', 3.2698836474054924), ('1290', 3.2592852854425955), ('2231', 3.257964785039013), ('1582', 3.247549818007249), ('2356', 3.2396791416982667), ('634', 3.238859746671338), ('952', 3.220321179011045), ('582', 3.2179045356801925), ('543', 3.213868582246998), ('1535', 3.2131488447737824), ('1128', 3.2039303826227905), ('1243', 3.1991549289427827), ('81', 3.199003331626402), ('1113', 3.194447403702317), ('726', 3.193583093563818), ('680', 3.189576005130233), ('2911', 3.183387777211587), ('4833', 3.1818356518069333), ('2456', 3.175785491905049), ('149', 3.1724838739466072), ('4683', 3.171625892522219), ('858', 3.1710108375426067), ('4624', 3.1671449479729645), ('2779', 3.164390963406255), ('2571', 3.1641557534171607), ('1486', 3.163673433049922), ('1815', 3.1629153864604627), ('863', 3.162869388038618), ('393', 3.1628042999268886), ('4629', 3.1537466364801134), ('1577', 3.152285807241924), ('1847', 3.15154036056919), ('1513', 3.1503525642373282), ('2064', 3.149078969127818), ('1284', 3.148806499681431), ('2833', 3.1465980559555695), ('3310', 3.145762568546539), ('1651', 3.1428042132900638), ('701', 3.142249677866442), ('1029', 3.13928444354164), ('2523', 3.138374992084205), ('2315', 3.136687642851918), ('638', 3.1364603479407984), ('4898', 3.1359201179311547), ('1379', 3.1347621530926864), ('1562', 3.134077322290815), ('1571', 3.1340123001043625), ('3001', 3.1332912631634606)]","[('1095', 48.166666666666664), ('4833', 39.72222222222222), ('858', 37.94444444444444), ('954', 33.833333333333336), ('1614', 33.388888888888886), ('1290', 32.94444444444444), ('2064', 32.611111111111114), ('2231', 32.5), ('1582', 32.05555555555556), ('2356', 31.61111111111111)]",0.9815732422792118,0.1,0.4,0.0
260,0.6799999999999999,1.0,1.0,0.33352200393097664,0.0,0.11467550533614675,1.0,0.0,0.0,0,"[('4740', 3.289300429398941), ('2464', 3.276076177061085), ('1016', 3.255923515824499), ('188', 3.250029086925365), ('4601', 3.2229652597015637), ('2281', 3.2174269198974548), ('1618', 3.2104656367295576), ('1728', 3.2053226951484994), ('4968', 3.1984722049046552), ('1402', 3.1942913045265304), ('1646', 3.192017986086979), ('1963', 3.1906371335520065), ('1455', 3.189073085020588), ('820', 3.1811150367052847), ('3896', 3.1726697322450232), ('1668', 3.1718358559527813), ('629', 3.171406594320062), ('668', 3.1696490608210475), ('561', 3.169213809010973), ('1956', 3.169151643161708), ('2596', 3.169115458128205), ('2429', 3.160865511576259), ('731', 3.1505275129310797), ('890', 3.1496553195930166), ('239', 3.143751441405945), ('2041', 3.139571351380892), ('1167', 3.138689785281663), ('934', 3.1357851424816303), ('3211', 3.132431321043), ('3912', 3.1303940819572422), ('3204', 3.129564478006187), ('814', 3.1289868533812855), ('3680', 3.127130880626326), ('1611', 3.124582826164097), ('1492', 3.1243686286218253), ('2571', 3.1233682944248002), ('1298', 3.123215231876262), ('1076', 3.1224046514822406), ('768', 3.1209982591065004), ('2675', 3.1209747978104003), ('162', 3.120158408757967), ('3230', 3.117778287720935), ('3534', 3.1162044944892195), ('2462', 3.1158897822158713), ('345', 3.114058292824411), ('84', 3.11324894182099), ('884', 3.113199859721462), ('82', 3.1127443589921406), ('486', 3.112435298949103), ('458', 3.110796376500216)]","[('2464', 47.72222222222222), ('629', 41.05555555555556), ('814', 34.388888888888886), ('4740', 34.27777777777778), ('1016', 33.388888888888886), ('1492', 33.05555555555556), ('188', 32.94444444444444), ('4601', 32.5), ('2281', 32.05555555555556), ('1618', 31.61111111111111)]",0.9807593484623939,0.4,0.0,0.1
261,0.69,0.975,1.0,0.4897790136869375,0.1773894531859974,0.1773894531859974,1.0,0.0,0.0,0,"[('979', 3.4365086565247185), ('649', 3.4329076607767663), ('1035', 3.3990411459956698), ('1925', 3.331706414019015), ('969', 3.2603408402739773), ('543', 3.2550232213470336), ('1503', 3.2466857795683404), ('112', 3.2314567549909134), ('2357', 3.2005441917381865), ('2486', 3.2002223756207173), ('3947', 3.196862268545076), ('425', 3.194107841145798), ('1127', 3.1909877954970645), ('1571', 3.190033634574182), ('3891', 3.1852610179241987), ('286', 3.183315869713245), ('3470', 3.1828930214600146), ('297', 3.1805108655569847), ('964', 3.1773600184625317), ('838', 3.1764355025768625), ('3045', 3.174235646359671), ('1409', 3.171253947723698), ('3074', 3.1670487497351574), ('1467', 3.164342982416841), ('3820', 3.1607801176166856), ('2443', 3.1606863135761767), ('904', 3.158982755308062), ('392', 3.1588738640323086), ('4848', 3.158263531589916), ('1611', 3.1577945920264026), ('2617', 3.1573757360495254), ('152', 3.151714057666847), ('4214', 3.15163861843899), ('3437', 3.151363194591119), ('247', 3.1509416875315153), ('2065', 3.1500008490187956), ('1717', 3.147875485127397), ('571', 3.147770577574511), ('1775', 3.1472342846256516), ('62', 3.146985946683107), ('1109', 3.1459406054356385), ('1819', 3.1452296924800183), ('68', 3.1444662110104553), ('3082', 3.142086644064349), ('4896', 3.142075887826375), ('2294', 3.1406145287450284), ('2429', 3.139799781115432), ('1174', 3.1389583179275142), ('315', 3.138902446053947), ('1612', 3.136990512293089)]","[('979', 47.05555555555556), ('1035', 46.166666666666664), ('3470', 39.94444444444444), ('904', 35.5), ('152', 33.27777777777778), ('649', 32.72222222222222), ('1925', 31.833333333333332), ('969', 31.38888888888889), ('543', 30.944444444444443), ('1503', 30.5)]",0.9816658746553522,0.5,0.0,0.0
262,0.7033333333333334,0.965,1.0,0.1473106669304539,0.0,0.0,1.0,0.0,0.0,0,"[('1395', 3.40113848378674), ('1096', 3.3188625746355407), ('929', 3.3155223967657115), ('1706', 3.2307305352873117), ('1484', 3.224316238459021), ('243', 3.221888202248602), ('1963', 3.2028118596755784), ('4913', 3.2023834555274786), ('119', 3.1977070970760137), ('773', 3.1898884207149933), ('2155', 3.1840928405495807), ('1542', 3.181735401129655), ('320', 3.1808416484428084), ('411', 3.1807988274669894), ('1655', 3.1750321304977853), ('251', 3.1747039116650044), ('2602', 3.1724402883427745), ('2462', 3.169751646148266), ('4942', 3.169262759191329), ('1153', 3.1688250086840277), ('4689', 3.167999212531892), ('4835', 3.164575449117665), ('2044', 3.1643293166586397), ('2798', 3.162065740630867), ('2443', 3.161662231621126), ('2192', 3.160152161362631), ('1722', 3.158491563869709), ('3061', 3.156267686719095), ('4683', 3.1548248340409333), ('2838', 3.1543288279903043), ('345', 3.1531782698355353), ('1965', 3.1526767433718943), ('1637', 3.1518407882367323), ('2818', 3.15118411404552), ('1598', 3.148887208877393), ('3333', 3.1480767825536873), ('594', 3.1463042313974983), ('2492', 3.145875196392478), ('2555', 3.1429123573951374), ('2277', 3.1428492562931534), ('375', 3.1423667456815068), ('3136', 3.1401253446729287), ('1325', 3.1384272726013407), ('2120', 3.136347477814059), ('3352', 3.1356853473031907), ('113', 3.1333209805334503), ('916', 3.1332499406752787), ('382', 3.1330764288359947), ('789', 3.132885132307274), ('1252', 3.132265775119741)]","[('4689', 40.111111111111114), ('1395', 35.111111111111114), ('1096', 34.666666666666664), ('929', 34.22222222222222), ('1706', 33.77777777777778), ('1484', 33.333333333333336), ('243', 32.888888888888886), ('1963', 32.44444444444444), ('4913', 32.0), ('119', 31.555555555555557)]",0.9782110357326352,0.1,0.0,0.0
263,0.7033333333333334,0.96,1.0,0.0,0.14144054254182067,0.0,0.0,1.0,0.0,0,"[('1925', 3.415359746823263), ('2290', 3.366051312645504), ('178', 3.3450873172206115), ('112', 3.331458194733763), ('2229', 3.3294316631151477), ('1670', 3.3066110590643065), ('407', 3.3058723234818186), ('1570', 3.3032109947547883), ('2547', 3.2920121518708796), ('1446', 3.29087732580664), ('306', 3.2825604106307233), ('371', 3.279867157182411), ('1614', 3.2761232788669474), ('1000', 3.2659100979641282), ('743', 3.2540636553348734), ('2770', 3.244452428147185), ('2563', 3.2388570301312862), ('800', 3.23761834642608), ('4695', 3.2373015516257055), ('1474', 3.2313834747114614), ('3012', 3.230386279650038), ('2384', 3.2238400507191574), ('2043', 3.22281480732734), ('1837', 3.220746186620583), ('1219', 3.220677439502811), ('521', 3.2173797408324423), ('555', 3.2149007981380597), ('1939', 3.214438742973412), ('1609', 3.212819434126367), ('1801', 3.2126981061048565), ('356', 3.212109074409113), ('4852', 3.210291756206626), ('2434', 3.2070493218807434), ('4896', 3.204885219271377), ('1242', 3.204800664698571), ('2238', 3.20454701033179), ('1164', 3.2045247934305525), ('1499', 3.2028015327017223), ('501', 3.202769749945537), ('1580', 3.2014269362109933), ('3338', 3.2012776991457756), ('2980', 3.201130255760041), ('3948', 3.2009072063554025), ('3458', 3.199917426970304), ('1763', 3.1992753898494763), ('2300', 3.197860961986733), ('4927', 3.195627198748573), ('2490', 3.1955403901873485), ('1683', 3.191099060096045), ('729', 3.189680005641907)]","[('2290', 46.888888888888886), ('1670', 45.111111111111114), ('1474', 38.888888888888886), ('2384', 38.0), ('1609', 34.888888888888886), ('1925', 33.44444444444444), ('178', 32.55555555555556), ('112', 32.111111111111114), ('2229', 31.666666666666668), ('407', 30.77777777777778)]",0.9739644018785233,0.1,0.5,0.0
264,0.7066666666666667,0.975,1.0,0.14144054254182067,0.14144054254182067,0.0,1.0,0.0,0.0,0,"[('176', 3.4326300845577022), ('1069', 3.2958413048690347), ('2666', 3.266404822280378), ('1443', 3.2581899706797337), ('2345', 3.2528731921831415), ('702', 3.245558148586474), ('156', 3.2409440195331345), ('4728', 3.236156908371011), ('3190', 3.235729063034464), ('2386', 3.233320184164554), ('797', 3.2297398617416024), ('2117', 3.229493624269402), ('44', 3.2280697958558915), ('3947', 3.2246362598878804), ('254', 3.2241277285446284), ('4649', 3.2238512238245516), ('4640', 3.2203608936789117), ('4605', 3.2055133045085893), ('1377', 3.2018190427890034), ('1337', 3.198826425496956), ('2337', 3.1946363421830424), ('1636', 3.186924268728731), ('1505', 3.1855673970331813), ('3027', 3.179916079258772), ('920', 3.179712505670074), ('695', 3.178527501040003), ('23', 3.176683285884708), ('4015', 3.1750157300325075), ('2365', 3.1749652186332966), ('1562', 3.1743651113061095), ('3104', 3.1727097547086185), ('1098', 3.164453126977415), ('1657', 3.1641954516726014), ('4775', 3.160589660339776), ('1538', 3.160584615178185), ('2945', 3.157564506942874), ('2437', 3.157420099299332), ('2884', 3.155758810145592), ('3211', 3.154809630895177), ('4488', 3.1532847060063594), ('495', 3.150902862216086), ('357', 3.1446370548310343), ('3670', 3.144116179642301), ('533', 3.1427298140844666), ('1308', 3.1422843423613327), ('4732', 3.1387119681038707), ('774', 3.1385417858488296), ('2441', 3.1349154128202557), ('3744', 3.1320450627347687), ('299', 3.127302498251663)]","[('1443', 47.388888888888886), ('4605', 41.166666666666664), ('176', 34.833333333333336), ('1069', 34.388888888888886), ('2666', 33.94444444444444), ('2345', 33.05555555555556), ('702', 32.611111111111114), ('156', 32.166666666666664), ('4728', 31.72222222222222), ('3190', 31.27777777777778)]",0.9792656791788227,0.2,0.2,0.1
